            -0.020000000000000 108329930829703.046875000000000 108329930829703.156250000000000             -0.114672063151077
            -0.019900000000000 96533779351341.718750000000000 96533779351341.843750000000000             -0.121671102477441
            -0.019800000000000 86022122274802.328125000000000 86022122274802.453125000000000             -0.129058997928177
            -0.019700000000000 76655089755979.734375000000000 76655089755979.875000000000000             -0.136854840448291
            -0.019600000000000 68308042514065.156250000000000 68308042514065.304687500000000             -0.145078502820558
            -0.019500000000000 60869913360702.148437500000000 60869913360702.304687500000000             -0.153750662580986
            -0.019400000000000 54241729321645.257812500000000 54241729321645.421875000000000             -0.162892825084485
            -0.019300000000000 48335294686029.984375000000000 48335294686030.156250000000000             -0.172527346687446
            -0.019200000000000 43072017459684.000000000000000 43072017459684.179687500000000             -0.182677458011707
            -0.019100000000000 38381863607081.953125000000000 38381863607082.148437500000000             -0.193367287252076
            -0.019000000000000 34202425166909.179687500000000 34202425166909.382812500000000             -0.204621883487272
            -0.018900000000000 30478089841426.390625000000000 30478089841426.605468750000000             -0.216467239951737
            -0.018800000000000 27159301010057.765625000000000 27159301010057.996093750000000             -0.228930317223386
            -0.018700000000000 24201898320816.843750000000000 24201898320817.085937500000000             -0.242039066279906
            -0.018600000000000 21566530085374.722656250000000 21566530085374.976562500000000             -0.255822451373749
            -0.018500000000000 19218129658999.121093750000000 19218129658999.390625000000000             -0.270310472673474
            -0.018400000000000 17125448837992.070312500000000 17125448837992.355468750000000             -0.285534188616592
            -0.018300000000000 15260642065933.427734375000000 15260642065933.728515625000000             -0.301525737916545
            -0.018200000000000 13598895916110.914062500000000 13598895916111.232421875000000             -0.318318361163935
            -0.018100000000000 12118098919968.777343750000000 12118098919969.113281250000000             -0.335946421959604
            -0.018000000000000 10798547348257.357421875000000 10798547348257.710937500000000             -0.354445427514669
            -0.017900000000000  9622683029959.714843750000000  9622683029960.087890625000000             -0.373852048650116
            -0.017800000000000  8574859720369.469726562500000  8574859720369.864257812500000             -0.394204139126109
            -0.017700000000000  7641134909576.515625000000000  7641134909576.931640625000000             -0.415540754228740
            -0.017600000000000  6809084301128.704101562500000  6809084301129.141601562500000             -0.437902168539567
            -0.017500000000000  6067636492292.584960937500000  6067636492293.045898437500000             -0.461329892810949
            -0.017400000000000  5406925656141.150390625000000  5406925656141.636718750000000             -0.485866689867917
            -0.017300000000000  4818160265232.252929687500000  4818160265232.764648437500000             -0.511556589455142
            -0.017200000000000  4293506110093.397949218750000  4293506110093.936523437500000             -0.538444901945398
            -0.017100000000000  3825982055937.433593750000000  3825982055938.000000000000000             -0.566578230823934
            -0.017000000000000  3409367150530.674316406250000  3409367150531.270507812500000             -0.596004483861216
            -0.016900000000000  3038117847175.726562500000000  3038117847176.353515625000000             -0.626772882884681
            -0.016800000000000  2707294241364.089355468750000  2707294241364.748046875000000             -0.658933972058470
            -0.016700000000000  2412494339591.428222656250000  2412494339592.120605468750000             -0.692539624578520
            -0.016600000000000  2149795485705.352294921875000  2149795485706.079833984375000             -0.727643047689004
            -0.016500000000000  1915702165395.251220703125000  1915702165396.015625000000000             -0.764298785924811
            -0.016400000000000  1707099494301.848388671875000  1707099494302.650878906250000             -0.802562722483725
            -0.016300000000000  1521211770851.832031250000000  1521211770852.674560546875000             -0.842492078630970
            -0.016200000000000  1355565542314.523193359375000  1355565542315.407226562500000             -0.884145411038122
            -0.016100000000000  1207956692631.589355468750000  1207956692632.516845703125000             -0.927582606957847
            -0.016000000000000  1076421114084.994506835937500  1076421114085.967407226562500             -0.972864877135607
            -0.015900000000000   959208572555.453369140625000   959208572556.473388671875000             -1.020054746359415
            -0.015800000000000   854759418618.385742187500000   854759418619.454956054687500             -1.069216041548845
            -0.015700000000000   761683834591.226440429687500   761683834592.346801757812500             -1.120413877284921
            -0.015600000000000   678743341389.950317382812500   678743341391.124023437500000             -1.173714638683180
            -0.015500000000000   604834319121.939697265625000   604834319123.168823242187500             -1.229185961513089
            -0.015400000000000   538973322137.549499511718750   538973322138.836425781250000             -1.286896709468272
            -0.015300000000000   480283993139.949890136718750   480283993141.296813964843750             -1.346916948493444
            -0.015200000000000   427985402230.299072265625000   427985402231.708374023437500             -1.409317918075770
            -0.015100000000000   381381655725.595947265625000   381381655727.070129394531250             -1.474171999410488
            -0.015000000000000   339852636482.483276367187500   339852636484.024841308593750             -1.541552680353052
            -0.014900000000000   302845752516.170776367187500   302845752517.782287597656250             -1.611534517072787
            -0.014800000000000   269868584120.285217285156250   269868584121.969421386718750             -1.684193092326182
            -0.014700000000000   240482331648.970458984375000   240482331650.730072021484375             -1.759604970271317
            -0.014600000000000   214295976776.379425048828125   214295976778.217285156250000             -1.837847647748740
            -0.014500000000000   190961079542.282318115234375   190961079544.201324462890625             -1.918999501958239
            -0.014400000000000   170167141952.449188232421875   170167141954.452331542968750             -2.003139734465378
            -0.014300000000000   151637476441.082702636718750   151637476443.173065185546875             -2.090348311476633
            -0.014200000000000   135125524220.400665283203125   135125524222.581375122070312             -2.180705900327027
            -0.014100000000000   120411574528.709854125976562   120411574530.984146118164062             -2.274293802129865
            -0.014000000000000   107299841122.742980957031250   107299841125.114181518554688             -2.371193880544065
            -0.013900000000000    95615857113.591476440429688    95615857116.062957763671875             -2.471488486620865
            -0.013800000000000    85204153481.483367919921875    85204153484.058624267578125             -2.575260379698419
            -0.013700000000000    75926190379.345932006835938    75926190382.028518676757812             -2.682592644319785
            -0.013600000000000    67658513698.731674194335938    67658513701.525245666503906             -2.793568603157254
            -0.013500000000000    60291112369.075019836425781    60291112371.983291625976562             -2.908271725933660
            -0.013400000000000    53725954532.228973388671875    53725954535.255760192871094             -3.026785534339502
            -0.013300000000000    47875683114.379043579101562    47875683117.528236389160156             -3.149193502953022
            -0.013200000000000    42662453438.401084899902344    42662453441.676666259765625             -3.275578956179301
            -0.013100000000000    38016897409.737174987792969    38016897413.143203735351562             -3.406024961233431
            -0.013000000000000    33877200493.080863952636719    33877200496.621479034423828             -3.540614217202239
            -0.012900000000000    30188279197.966255187988281    30188279201.645683288574219             -3.679428940228782
            -0.012800000000000    26901048128.752601623535156    26901048132.575153350830078             -3.822550744873779
            -0.012700000000000    23971766846.247596740722656    23971766850.217658996582031             -3.970060521718380
            -0.012600000000000    21361457850.203731536865234    21361457854.325771331787109             -4.122038311283259
            -0.012500000000000    19035387938.266635894775391    19035387942.545200347900391             -4.278563174349602
            -0.012400000000000    16962606040.251104354858398    16962606044.690816879272461             -4.439713058778646
            -0.012300000000000    15115531378.092876434326172    15115531382.698440551757812             -4.605564662937460
            -0.012200000000000    13469586471.463045120239258    13469586476.239238739013672             -4.776193295849944
            -0.012100000000000    12002870105.758123397827148    12002870110.709796905517578             -4.951672734203595
            -0.012000000000000    10695865910.923515319824219    10695865916.055589675903320             -5.132075076353886
            -0.011900000000000     9531182673.412246704101562     9531182678.729717254638672             -5.317470593479993
            -0.011800000000000     8493322925.826858520507812     8493322931.334786415100098             -5.507927578057158
